segment_id,participant,prepost,channel,phase
3926,8,2,1,1
3927,8,2,1,2
3928,8,2,1,1
3929,8,2,1,2
3930,8,2,1,1
3931,8,2,1,2
3932,8,2,1,1
3933,8,2,1,2
3934,8,2,1,1
3935,8,2,1,2
3936,8,2,1,1
3937,8,2,1,2
3938,8,2,1,1
3939,8,2,1,2
3940,8,2,1,1
3941,8,2,1,2
3942,8,2,1,1
3943,8,2,1,2
3944,8,2,1,1
3945,8,2,1,2
3946,8,2,1,1
3947,8,2,1,2
3948,8,2,1,1
3949,8,2,1,2
3950,8,2,1,1
3951,8,2,1,2
3952,8,2,1,1
3953,8,2,1,2
3954,8,2,1,1
3955,8,2,1,2
3956,8,2,1,1
3957,8,2,1,2
3958,8,2,1,1
3959,8,2,1,2
3960,8,2,1,1
3961,8,2,1,2
3962,8,2,1,1
3963,8,2,1,2
3964,8,2,1,1
3965,8,2,1,2
3966,8,2,1,1
3967,8,2,1,2
3968,8,2,1,1
3969,8,2,1,2
3970,8,2,1,1
3971,8,2,1,2
3972,8,2,1,1
3973,8,2,1,2
3974,8,2,1,1
3975,8,2,1,2
3976,8,2,1,1
3977,8,2,1,2
3978,8,2,1,1
3979,8,2,1,2
3980,8,2,1,1
3981,8,2,1,2
3982,8,2,1,1
3983,8,2,1,2
3984,8,2,1,1
3985,8,2,1,2
3986,8,2,1,1
3987,8,2,1,2
3988,8,2,1,1
3989,8,2,1,2
3990,8,2,1,1
3991,8,2,1,2
3992,8,2,1,1
3993,8,2,1,2
3994,8,2,1,1
3995,8,2,1,2
3996,8,2,1,1
3997,8,2,1,2
3998,8,2,1,1
3999,8,2,1,2
4000,8,2,1,1
4001,8,2,1,2
4002,8,2,1,1
4003,8,2,1,2
4004,8,2,1,1
4005,8,2,1,2
4006,8,2,1,1
4007,8,2,1,2
4008,8,2,1,1
4009,8,2,1,2
4010,8,2,1,1
4011,8,2,1,2
4012,8,2,1,1
4013,8,2,1,2
4014,8,2,1,1
4015,8,2,1,2
4016,8,2,1,1
4017,8,2,1,2
4018,8,2,1,1
4019,8,2,1,2
4020,8,2,1,1
4021,8,2,1,2
4022,8,2,1,1
4023,8,2,1,2
4024,8,1,2,1
4025,8,1,2,2
4026,8,1,2,1
4027,8,1,2,2
4028,8,1,2,1
4029,8,1,2,2
4030,8,1,2,1
4031,8,1,2,2
4032,8,1,2,1
4033,8,1,2,2
4034,8,1,2,1
4035,8,1,2,2
4036,8,1,2,1
4037,8,1,2,2
4038,8,1,2,1
4039,8,1,2,2
4040,8,1,2,1
4041,8,1,2,2
4042,8,1,2,1
4043,8,1,2,2
4044,8,1,2,1
4045,8,1,2,2
4046,8,1,2,1
4047,8,1,2,2
4048,8,1,2,1
4049,8,1,2,2
4050,8,1,2,1
4051,8,1,2,2
4052,8,1,2,1
4053,8,1,2,2
4054,8,1,2,1
4055,8,1,2,2
4056,8,1,2,1
4057,8,1,2,2
4058,8,1,2,1
4059,8,1,2,2
4060,8,1,2,1
4061,8,1,2,2
4062,8,1,2,1
4063,8,1,2,2
4064,8,1,2,1
4065,8,1,2,2
4066,8,1,2,1
4067,8,1,2,2
4068,8,1,2,1
4069,8,1,2,2
4070,8,1,2,1
4071,8,1,2,2
4072,8,1,2,1
4073,8,1,2,2
4074,8,1,2,1
4075,8,1,2,2
4076,8,1,2,1
4077,8,1,2,2
4078,8,1,2,1
4079,8,1,2,2
4080,8,1,2,1
4081,8,1,2,2
4082,8,1,2,1
4083,8,1,2,2
4084,8,1,2,1
4085,8,1,2,2
4086,8,1,2,1
4087,8,1,2,2
4088,8,1,2,1
4089,8,1,2,2
4090,8,1,2,1
4091,8,1,2,2
4092,8,1,2,1
4093,8,1,2,2
4094,8,1,2,1
4095,8,1,2,2
4096,8,1,2,1
4097,8,1,2,2
4098,8,1,2,1
4099,8,1,2,2
4100,8,1,2,1
4101,8,1,2,2
4102,8,1,2,1
4103,8,1,2,2
4104,8,1,2,1
4105,8,1,2,2
4106,8,1,2,1
4107,8,1,2,2
4108,8,1,2,1
4109,8,1,2,2
4110,8,1,2,1
4111,8,1,2,2
4112,8,1,2,1
4113,8,1,2,2
4114,8,1,2,1
4115,8,1,2,2
4116,8,1,2,1
4117,8,1,2,2
4118,8,1,2,1
4119,8,1,2,2
4120,8,1,2,1
4121,8,1,2,2
4122,8,1,2,1
4123,8,1,2,2
4124,8,1,2,1
4125,8,1,2,2
4126,8,1,2,1
4127,8,1,2,2
4128,8,1,2,1
4129,8,1,2,2
4130,8,1,2,1
4131,8,1,2,2
4132,8,1,2,1
4133,8,1,2,2
4134,8,1,2,1
4135,8,1,2,2
4136,8,1,2,1
4137,8,1,2,2
4138,8,1,2,1
4139,8,1,2,2
4140,8,1,2,1
4141,8,1,2,2
4142,8,2,2,1
4143,8,2,2,2
4144,8,2,2,1
4145,8,2,2,2
4146,8,2,2,1
4147,8,2,2,2
4148,8,2,2,1
4149,8,2,2,2
4150,8,2,2,1
4151,8,2,2,2
4152,8,2,2,1
4153,8,2,2,2
4154,8,2,2,1
4155,8,2,2,2
4156,8,2,2,1
4157,8,2,2,2
4158,8,2,2,1
4159,8,2,2,2
4160,8,2,2,1
4161,8,2,2,2
4162,8,2,2,1
4163,8,2,2,2
4164,8,2,2,1
4165,8,2,2,2
4166,8,2,2,1
4167,8,2,2,2
4168,8,2,2,1
4169,8,2,2,2
4170,8,2,2,1
4171,8,2,2,2
4172,8,2,2,1
4173,8,2,2,2
4174,8,2,2,1
4175,8,2,2,2
4176,8,2,2,1
4177,8,2,2,2
4178,8,2,2,1
4179,8,2,2,2
4180,8,2,2,1
4181,8,2,2,2
4182,8,2,2,1
4183,8,2,2,2
4184,8,2,2,1
4185,8,2,2,2
4186,8,2,2,1
4187,8,2,2,2
4188,8,2,2,1
4189,8,2,2,2
4190,8,2,2,1
4191,8,2,2,2
4192,8,2,2,1
4193,8,2,2,2
4194,8,2,2,1
4195,8,2,2,2
4196,8,2,2,1
4197,8,2,2,2
4198,8,2,2,1
4199,8,2,2,2
4200,8,2,2,1
4201,8,2,2,2
4202,8,2,2,1
4203,8,2,2,2
4204,8,2,2,1
4205,8,2,2,2
4206,8,2,2,1
4207,8,2,2,2
4208,8,2,2,1
4209,8,2,2,2
4210,8,2,2,1
4211,8,2,2,2
4212,8,2,2,1
4213,8,2,2,2
4214,8,2,2,1
4215,8,2,2,2
4216,8,2,2,1
4217,8,2,2,2
4218,8,2,2,1
4219,8,2,2,2
4220,8,2,2,1
4221,8,2,2,2
4222,8,2,2,1
4223,8,2,2,2
4224,8,2,2,1
4225,8,2,2,2
4226,8,2,2,1
4227,8,2,2,2
4228,8,2,2,1
4229,8,2,2,2
4230,8,2,2,1
4231,8,2,2,2
4232,8,2,2,1
4233,8,2,2,2
4234,8,2,2,1
4235,8,2,2,2
4236,8,2,2,1
4237,8,2,2,2
4238,8,2,2,1
4239,8,2,2,2
4240,8,2,2,1
4241,8,2,2,2
4242,8,2,2,1
4243,8,2,2,2
4244,8,2,2,1
4245,8,2,2,2
4246,8,2,2,1
4247,8,2,2,2
4248,8,2,2,1
4249,8,2,2,2
4250,8,2,2,1
4251,8,2,2,2
4252,8,2,2,1
4253,8,2,2,2
4254,8,2,2,1
4255,8,2,2,2
4256,8,2,2,1
4257,8,2,2,2
4258,8,2,2,1
4259,8,2,2,2
4260,8,2,2,1
4261,8,2,2,2
4262,8,2,2,1
4263,8,2,2,2
4264,8,2,2,1
4265,8,2,2,2
4266,8,2,2,1
4267,8,2,2,2
4268,8,2,2,1
4269,8,2,2,2
4270,8,2,2,1
4271,8,2,2,2
4272,9,1,1,1
4273,9,1,1,2
4274,9,1,1,1
4275,9,1,1,2
4276,9,1,1,1
4277,9,1,1,2
4278,9,1,1,1
4279,9,1,1,2
4280,9,1,1,1
4281,9,1,1,2
4282,9,1,1,1
4283,9,1,1,2
4284,9,1,1,1
4285,9,1,1,2
4286,9,1,1,1
4287,9,1,1,2
4288,9,1,1,1
4289,9,1,1,2
4290,9,1,1,1
4291,9,1,1,2
4292,9,1,1,1
4293,9,1,1,2
4294,9,1,1,1
4295,9,1,1,2
4296,9,1,1,1
4297,9,1,1,2
4298,9,1,1,1
4299,9,1,1,2
4300,9,1,1,1
4301,9,1,1,2
4302,9,1,1,1
4303,9,1,1,2
4304,9,1,1,1
4305,9,1,1,2
4306,9,1,1,1
4307,9,1,1,2
4308,9,1,1,1
4309,9,1,1,2
4310,9,1,1,1
4311,9,1,1,2
4312,9,1,1,1
4313,9,1,1,2
4314,9,1,1,1
4315,9,1,1,2
4316,9,1,1,1
4317,9,1,1,2
4318,9,1,1,1
4319,9,1,1,2
4320,9,1,1,1
4321,9,1,1,2
4322,9,1,1,1
4323,9,1,1,2
4324,9,1,1,1
4325,9,1,1,2
4326,9,1,1,1
4327,9,1,1,2
4328,9,1,1,1
4329,9,1,1,2
4330,9,1,1,1
4331,9,1,1,2
4332,9,1,1,1
4333,9,1,1,2
4334,9,1,1,1
4335,9,1,1,2
4336,9,1,1,1
4337,9,1,1,2
4338,9,1,1,1
4339,9,1,1,2
4340,9,1,1,1
4341,9,1,1,2
4342,9,1,1,1
4343,9,1,1,2
4344,9,1,1,1
4345,9,1,1,2
4346,9,1,1,1
4347,9,1,1,2
4348,9,1,1,1
4349,9,1,1,2
4350,9,1,1,1
4351,9,1,1,2
4352,9,1,1,1
4353,9,1,1,2
4354,9,1,1,1
4355,9,1,1,2
4356,9,1,1,1
4357,9,1,1,2
4358,9,1,1,1
4359,9,1,1,2
4360,9,1,1,1
4361,9,1,1,2
4362,9,1,1,1
4363,9,1,1,2
4364,9,1,1,1
4365,9,1,1,2
4366,9,1,1,1
4367,9,1,1,2
4368,9,1,1,1
4369,9,1,1,2
4370,9,1,1,1
4371,9,1,1,2
4372,9,1,1,1
4373,9,1,1,2
4374,9,1,1,1
4375,9,1,1,2
4376,9,1,1,1
4377,9,1,1,2
4378,9,1,1,1
4379,9,1,1,2
4380,9,1,1,1
4381,9,1,1,2
4382,9,1,1,1
4383,9,1,1,2
4384,9,1,1,1
4385,9,1,1,2
4386,9,1,1,1
4387,9,1,1,2
4388,9,1,1,1
4389,9,1,1,2
4390,9,1,1,1
4391,9,1,1,2
4392,9,1,1,1
4393,9,1,1,2
4394,9,1,1,1
4395,9,1,1,2
4396,9,1,1,1
4397,9,1,1,2
4398,9,1,1,1
4399,9,1,1,2
4400,9,1,1,1
4401,9,1,1,2
4402,9,1,1,1
4403,9,1,1,2
4404,9,1,1,1
4405,9,1,1,2
4406,9,1,1,1
4407,9,1,1,2
4408,9,1,1,1
4409,9,1,1,2
4410,9,1,1,1
4411,9,1,1,2
4412,9,1,1,1
4413,9,1,1,2
4414,9,1,1,1
4415,9,1,1,2
4416,9,2,1,1
4417,9,2,1,2
4418,9,2,1,1
4419,9,2,1,2
4420,9,2,1,1
4421,9,2,1,2
4422,9,2,1,1
4423,9,2,1,2
4424,9,2,1,1
4425,9,2,1,2
4426,9,2,1,1
4427,9,2,1,2
4428,9,2,1,1
4429,9,2,1,2
4430,9,2,1,1
4431,9,2,1,2
4432,9,2,1,1
4433,9,2,1,2
4434,9,2,1,1
4435,9,2,1,2
4436,9,2,1,1
4437,9,2,1,2
4438,9,2,1,1
4439,9,2,1,2
4440,9,2,1,1
4441,9,2,1,2
4442,9,2,1,1
4443,9,2,1,2
4444,9,2,1,1
4445,9,2,1,2
4446,9,2,1,1
4447,9,2,1,2
4448,9,2,1,1
4449,9,2,1,2
4450,9,2,1,1
4451,9,2,1,2
4452,9,2,1,1
4453,9,2,1,2
4454,9,2,1,1
4455,9,2,1,2
4456,9,2,1,1
4457,9,2,1,2
4458,9,2,1,1
4459,9,2,1,2
4460,9,2,1,1
4461,9,2,1,2
4462,9,2,1,1
4463,9,2,1,2
4464,9,2,1,1
4465,9,2,1,2
4466,9,2,1,1
4467,9,2,1,2
4468,9,2,1,1
4469,9,2,1,2
4470,9,2,1,1
4471,9,2,1,2
4472,9,2,1,1
4473,9,2,1,2
4474,9,2,1,1
4475,9,2,1,2
4476,9,2,1,1
4477,9,2,1,2
4478,9,2,1,1
4479,9,2,1,2
4480,9,2,1,1
4481,9,2,1,2
4482,9,2,1,1
4483,9,2,1,2
4484,9,2,1,1
4485,9,2,1,2
4486,9,2,1,1
4487,9,2,1,2
4488,9,2,1,1
4489,9,2,1,2
4490,9,2,1,1
4491,9,2,1,2
4492,9,2,1,1
4493,9,2,1,2
4494,9,2,1,1
4495,9,2,1,2
4496,9,2,1,1
4497,9,2,1,2
4498,9,2,1,1
4499,9,2,1,2
4500,9,2,1,1
4501,9,2,1,2
4502,9,2,1,1
4503,9,2,1,2
4504,9,2,1,1
4505,9,2,1,2
4506,9,2,1,1
4507,9,2,1,2
4508,9,2,1,1
4509,9,2,1,2
4510,9,2,1,1
4511,9,2,1,2
4512,9,2,1,1
4513,9,2,1,2
4514,9,2,1,1
4515,9,2,1,2
4516,9,2,1,1
4517,9,2,1,2
4518,9,2,1,1
4519,9,2,1,2
4520,9,2,1,1
4521,9,2,1,2
4522,9,2,1,1
4523,9,2,1,2
4524,9,2,1,1
4525,9,2,1,2
4526,9,2,1,1
4527,9,2,1,2
4528,9,2,1,1
4529,9,2,1,2
4530,9,2,1,1
4531,9,2,1,2
4532,9,2,1,1
4533,9,2,1,2
4534,9,2,1,1
4535,9,2,1,2
4536,9,2,1,1
4537,9,2,1,2
4538,9,2,1,1
4539,9,2,1,2
4540,9,2,1,1
4541,9,2,1,2
4542,9,2,1,1
4543,9,2,1,2
4544,9,2,1,1
4545,9,2,1,2
4546,9,2,1,1
4547,9,2,1,2
4548,9,2,1,1
4549,9,2,1,2
4550,9,2,1,1
4551,9,2,1,2
4552,9,2,1,1
4553,9,2,1,2
4554,9,2,1,1
4555,9,2,1,2
4556,9,2,1,1
4557,9,2,1,2
4558,9,1,2,1
4559,9,1,2,2
4560,9,1,2,1
4561,9,1,2,2
4562,9,1,2,1
4563,9,1,2,2
4564,9,1,2,1
4565,9,1,2,2
4566,9,1,2,1
4567,9,1,2,2
4568,9,1,2,1
4569,9,1,2,2
4570,9,1,2,1
4571,9,1,2,2
4572,9,1,2,1
4573,9,1,2,2
4574,9,1,2,1
4575,9,1,2,2
4576,9,1,2,1
4577,9,1,2,2
4578,9,1,2,1
4579,9,1,2,2
4580,9,1,2,1
4581,9,1,2,2
4582,9,1,2,1
4583,9,1,2,2
4584,9,1,2,1
4585,9,1,2,2
4586,9,1,2,1
4587,9,1,2,2
4588,9,1,2,1
4589,9,1,2,2
4590,9,1,2,1
4591,9,1,2,2
4592,9,1,2,1
4593,9,1,2,2
4594,9,1,2,1
4595,9,1,2,2
4596,9,1,2,1
4597,9,1,2,2
4598,9,1,2,1
4599,9,1,2,2
4600,9,1,2,1
4601,9,1,2,2
4602,9,1,2,1
4603,9,1,2,2
4604,9,1,2,1
4605,9,1,2,2
4606,9,1,2,1
4607,9,1,2,2
4608,9,1,2,1
4609,9,1,2,2
4610,9,1,2,1
4611,9,1,2,2
4612,9,1,2,1
4613,9,1,2,2
4614,9,1,2,1
4615,9,1,2,2
4616,9,1,2,1
4617,9,1,2,2
4618,9,1,2,1
4619,9,1,2,2
4620,9,1,2,1
4621,9,1,2,2
4622,9,1,2,1
4623,9,1,2,2
4624,9,1,2,1
4625,9,1,2,2
4626,9,1,2,1
4627,9,1,2,2
4628,9,1,2,1
4629,9,1,2,2
4630,9,1,2,1
4631,9,1,2,2
4632,9,1,2,1
4633,9,1,2,2
4634,9,1,2,1
4635,9,1,2,2
4636,9,1,2,1
4637,9,1,2,2
4638,9,1,2,1
4639,9,1,2,2
4640,9,1,2,1
4641,9,1,2,2
4642,9,1,2,1
4643,9,1,2,2
4644,9,1,2,1
4645,9,1,2,2
4646,9,1,2,1
4647,9,1,2,2
4648,9,1,2,1
4649,9,1,2,2
4650,9,1,2,1
4651,9,1,2,2
4652,9,1,2,1
4653,9,1,2,2
4654,9,1,2,1
4655,9,1,2,2
4656,9,1,2,1
4657,9,1,2,2
4658,9,1,2,1
4659,9,1,2,2
4660,9,1,2,1
4661,9,1,2,2
4662,9,1,2,1
4663,9,1,2,2
4664,9,1,2,1
4665,9,1,2,2
4666,9,1,2,1
4667,9,1,2,2
4668,9,1,2,1
4669,9,1,2,2
4670,9,1,2,1
4671,9,1,2,2
4672,9,1,2,1
4673,9,1,2,2
4674,9,1,2,1
4675,9,1,2,2
4676,9,1,2,1
4677,9,1,2,2
4678,9,1,2,1
4679,9,1,2,2
4680,9,1,2,1
4681,9,1,2,2
4682,9,1,2,1
4683,9,1,2,2
4684,9,1,2,1
4685,9,1,2,2
4686,9,1,2,1
4687,9,1,2,2
4688,9,1,2,1
4689,9,1,2,2
4690,9,1,2,1
4691,9,1,2,2
4692,9,1,2,1
4693,9,1,2,2
4694,9,1,2,1
4695,9,1,2,2
4696,9,1,2,1
4697,9,1,2,2
4698,9,1,2,1
4699,9,1,2,2
4700,9,1,2,1
4701,9,1,2,2
4702,9,2,2,1
4703,9,2,2,2
4704,9,2,2,1
4705,9,2,2,2
4706,9,2,2,1
4707,9,2,2,2
4708,9,2,2,1
4709,9,2,2,2
4710,9,2,2,1
4711,9,2,2,2
4712,9,2,2,1
4713,9,2,2,2
4714,9,2,2,1
4715,9,2,2,2
4716,9,2,2,1
4717,9,2,2,2
4718,9,2,2,1
4719,9,2,2,2
4720,9,2,2,1
4721,9,2,2,2
4722,9,2,2,1
4723,9,2,2,2
4724,9,2,2,1
4725,9,2,2,2
4726,9,2,2,1
4727,9,2,2,2
4728,9,2,2,1
4729,9,2,2,2
4730,9,2,2,1
4731,9,2,2,2
4732,9,2,2,1
4733,9,2,2,2
4734,9,2,2,1
4735,9,2,2,2
4736,9,2,2,1
4737,9,2,2,2
4738,9,2,2,1
4739,9,2,2,2
4740,9,2,2,1
4741,9,2,2,2
4742,9,2,2,1
4743,9,2,2,2
4744,9,2,2,1
4745,9,2,2,2
4746,9,2,2,1
4747,9,2,2,2
4748,9,2,2,1
4749,9,2,2,2
4750,9,2,2,1
4751,9,2,2,2
4752,9,2,2,1
4753,9,2,2,2
4754,9,2,2,1
4755,9,2,2,2
4756,9,2,2,1
4757,9,2,2,2
4758,9,2,2,1
4759,9,2,2,2
4760,9,2,2,1
4761,9,2,2,2
4762,9,2,2,1
4763,9,2,2,2
4764,9,2,2,1
4765,9,2,2,2
4766,9,2,2,1
4767,9,2,2,2
4768,9,2,2,1
4769,9,2,2,2
4770,9,2,2,1
4771,9,2,2,2
4772,9,2,2,1
4773,9,2,2,2
4774,9,2,2,1
4775,9,2,2,2
4776,9,2,2,1
4777,9,2,2,2
4778,9,2,2,1
4779,9,2,2,2
4780,9,2,2,1
4781,9,2,2,2
4782,9,2,2,1
4783,9,2,2,2
4784,9,2,2,1
4785,9,2,2,2
4786,9,2,2,1
4787,9,2,2,2
4788,9,2,2,1
4789,9,2,2,2
4790,9,2,2,1
4791,9,2,2,2
4792,9,2,2,1
4793,9,2,2,2
4794,9,2,2,1
4795,9,2,2,2
4796,9,2,2,1
4797,9,2,2,2
4798,9,2,2,1
4799,9,2,2,2
4800,9,2,2,1
4801,9,2,2,2
4802,9,2,2,1
4803,9,2,2,2
4804,9,2,2,1
4805,9,2,2,2
4806,9,2,2,1
4807,9,2,2,2
4808,9,2,2,1
4809,9,2,2,2
4810,9,2,2,1
4811,9,2,2,2
4812,9,2,2,1
4813,9,2,2,2
4814,9,2,2,1
4815,9,2,2,2
4816,9,2,2,1
4817,9,2,2,2
4818,9,2,2,1
4819,9,2,2,2
4820,9,2,2,1
4821,9,2,2,2
4822,9,2,2,1
4823,9,2,2,2
4824,9,2,2,1
4825,9,2,2,2
4826,9,2,2,1
4827,9,2,2,2
4828,9,2,2,1
4829,9,2,2,2
4830,9,2,2,1
4831,9,2,2,2
4832,9,2,2,1
4833,9,2,2,2
4834,9,2,2,1
4835,9,2,2,2
4836,9,2,2,1
4837,9,2,2,2
4838,9,2,2,1
4839,9,2,2,2
4840,9,2,2,1
4841,9,2,2,2
4842,9,2,2,1
4843,9,2,2,2
4844,10,1,1,1
4845,10,1,1,2
4846,10,1,1,1
4847,10,1,1,2
4848,10,1,1,1
4849,10,1,1,2
4850,10,1,1,1
4851,10,1,1,2
4852,10,1,1,1
4853,10,1,1,2
4854,10,1,1,1
4855,10,1,1,2
4856,10,1,1,1
4857,10,1,1,2
4858,10,1,1,1
4859,10,1,1,2
4860,10,1,1,1
4861,10,1,1,2
4862,10,1,1,1
4863,10,1,1,2
4864,10,1,1,1
4865,10,1,1,2
4866,10,1,1,1
4867,10,1,1,2
4868,10,1,1,1
4869,10,1,1,2
4870,10,1,1,1
4871,10,1,1,2
4872,10,1,1,1
4873,10,1,1,2
4874,10,1,1,1
4875,10,1,1,2
4876,10,1,1,1
4877,10,1,1,2
4878,10,1,1,1
4879,10,1,1,2
4880,10,1,1,1
4881,10,1,1,2
4882,10,1,1,1
4883,10,1,1,2
4884,10,1,1,1
4885,10,1,1,2
4886,10,1,1,1
4887,10,1,1,2
4888,10,1,1,1
4889,10,1,1,2
4890,10,1,1,1
4891,10,1,1,2
4892,10,1,1,1
4893,10,1,1,2
4894,10,1,1,1
4895,10,1,1,2
4896,10,1,1,1
4897,10,1,1,2
4898,10,1,1,1
4899,10,1,1,2
4900,10,1,1,1
4901,10,1,1,2
4902,10,1,1,1
4903,10,1,1,2
4904,10,1,1,1
4905,10,1,1,2
4906,10,1,1,1
4907,10,1,1,2
4908,10,1,1,1
4909,10,1,1,2
4910,10,1,1,1
4911,10,1,1,2
4912,10,1,1,1
4913,10,1,1,2
4914,10,1,1,1
4915,10,1,1,2
4916,10,1,1,1
4917,10,1,1,2
4918,10,1,1,1
4919,10,1,1,2
4920,10,1,1,1
4921,10,1,1,2
4922,10,1,1,1
4923,10,1,1,2
4924,10,1,1,1
4925,10,1,1,2
4926,10,1,1,1
4927,10,1,1,2
4928,10,1,1,1
4929,10,1,1,2
4930,10,1,1,1
4931,10,1,1,2
4932,10,1,1,1
4933,10,1,1,2
4934,10,1,1,1
4935,10,1,1,2
4936,10,1,1,1
4937,10,1,1,2
4938,10,1,1,1
4939,10,1,1,2
4940,10,1,1,1
4941,10,1,1,2
4942,10,1,1,1
4943,10,1,1,2
4944,10,1,1,1
4945,10,1,1,2
4946,10,1,1,1
4947,10,1,1,2
4948,10,1,1,1
4949,10,1,1,2
4950,10,1,1,1
4951,10,1,1,2
4952,10,1,1,1
4953,10,1,1,2
4954,10,1,1,1
4955,10,1,1,2
4956,10,1,1,1
4957,10,1,1,2
4958,10,1,1,1
4959,10,1,1,2
4960,10,1,1,1
4961,10,1,1,2
4962,10,1,1,1
4963,10,1,1,2
4964,10,1,1,1
4965,10,1,1,2
4966,10,1,1,1
4967,10,1,1,2
4968,10,1,1,1
4969,10,1,1,2
4970,10,1,1,1
4971,10,1,1,2
4972,10,1,1,1
4973,10,1,1,2
4974,10,1,1,1
4975,10,1,1,2
4976,10,1,1,1
4977,10,1,1,2
4978,10,1,1,1
4979,10,1,1,2
4980,10,1,1,1
4981,10,1,1,2
4982,10,1,1,1
4983,10,1,1,2
4984,10,1,1,1
4985,10,1,1,2
4986,10,1,1,1
4987,10,1,1,2
4988,10,2,1,1
4989,10,2,1,2
4990,10,2,1,1
4991,10,2,1,2
4992,10,2,1,1
4993,10,2,1,2
4994,10,2,1,1
4995,10,2,1,2
4996,10,2,1,1
4997,10,2,1,2
4998,10,2,1,1
4999,10,2,1,2
5000,10,2,1,1
5001,10,2,1,2
5002,10,2,1,1
5003,10,2,1,2
5004,10,2,1,1
5005,10,2,1,2
5006,10,2,1,1
5007,10,2,1,2
5008,10,2,1,1
5009,10,2,1,2
5010,10,2,1,1
5011,10,2,1,2
5012,10,2,1,1
5013,10,2,1,2
5014,10,2,1,1
5015,10,2,1,2
5016,10,2,1,1
5017,10,2,1,2
5018,10,2,1,1
5019,10,2,1,2
5020,10,2,1,1
5021,10,2,1,2
5022,10,2,1,1
5023,10,2,1,2
5024,10,2,1,1
5025,10,2,1,2
5026,10,2,1,1
5027,10,2,1,2
5028,10,2,1,1
5029,10,2,1,2
5030,10,2,1,1
5031,10,2,1,2
5032,10,2,1,1
5033,10,2,1,2
5034,10,2,1,1
5035,10,2,1,2
5036,10,2,1,1
5037,10,2,1,2
5038,10,2,1,1
5039,10,2,1,2
5040,10,2,1,1
5041,10,2,1,2
5042,10,2,1,1
5043,10,2,1,2
5044,10,2,1,1
5045,10,2,1,2
5046,10,2,1,1
5047,10,2,1,2
5048,10,2,1,1
5049,10,2,1,2
5050,10,2,1,1
5051,10,2,1,2
5052,10,2,1,1
5053,10,2,1,2
5054,10,2,1,1
5055,10,2,1,2
5056,10,2,1,1
5057,10,2,1,2
5058,10,2,1,1
5059,10,2,1,2
5060,10,2,1,1
5061,10,2,1,2
5062,10,2,1,1
5063,10,2,1,2
5064,10,2,1,1
5065,10,2,1,2
5066,10,2,1,1
5067,10,2,1,2
5068,10,2,1,1
5069,10,2,1,2
5070,10,2,1,1
5071,10,2,1,2
5072,10,2,1,1
5073,10,2,1,2
5074,10,2,1,1
5075,10,2,1,2
5076,10,2,1,1
5077,10,2,1,2
5078,10,2,1,1
5079,10,2,1,2
5080,10,2,1,1
5081,10,2,1,2
5082,10,2,1,1
5083,10,2,1,2
5084,10,2,1,1
5085,10,2,1,2
5086,10,2,1,1
5087,10,2,1,2
5088,10,2,1,1
5089,10,2,1,2
5090,10,2,1,1
5091,10,2,1,2
5092,10,2,1,1
5093,10,2,1,2
5094,10,2,1,1
5095,10,2,1,2
5096,10,2,1,1
5097,10,2,1,2
5098,10,2,1,1
5099,10,2,1,2
5100,10,2,1,1
5101,10,2,1,2
5102,10,2,1,1
5103,10,2,1,2
5104,10,2,1,1
5105,10,2,1,2
5106,10,2,1,1
5107,10,2,1,2
5108,10,2,1,1
5109,10,2,1,2
5110,10,2,1,1
5111,10,2,1,2
5112,10,2,1,1
5113,10,2,1,2
5114,10,2,1,1
5115,10,2,1,2
5116,10,2,1,1
5117,10,2,1,2
5118,10,2,1,1
5119,10,2,1,2
5120,10,2,1,1
5121,10,2,1,2
5122,10,2,1,1
5123,10,2,1,2
5124,10,2,1,1
5125,10,2,1,2
5126,10,2,1,1
5127,10,2,1,2
5128,10,2,1,1
5129,10,2,1,2
5130,10,2,1,1
5131,10,2,1,2
5132,10,1,2,1
5133,10,1,2,2
5134,10,1,2,1
5135,10,1,2,2
5136,10,1,2,1
5137,10,1,2,2
5138,10,1,2,1
5139,10,1,2,2
5140,10,1,2,1
5141,10,1,2,2
5142,10,1,2,1
5143,10,1,2,2
5144,10,1,2,1
5145,10,1,2,2
5146,10,1,2,1
5147,10,1,2,2
5148,10,1,2,1
5149,10,1,2,2
5150,10,1,2,1
5151,10,1,2,2
5152,10,1,2,1
5153,10,1,2,2
5154,10,1,2,1
5155,10,1,2,2
5156,10,1,2,1
5157,10,1,2,2
5158,10,1,2,1
5159,10,1,2,2
5160,10,1,2,1
5161,10,1,2,2
5162,10,1,2,1
5163,10,1,2,2
5164,10,1,2,1
5165,10,1,2,2
5166,10,1,2,1
5167,10,1,2,2
5168,10,1,2,1
5169,10,1,2,2
5170,10,1,2,1
5171,10,1,2,2
5172,10,1,2,1
5173,10,1,2,2
5174,10,1,2,1
5175,10,1,2,2
5176,10,1,2,1
5177,10,1,2,2
5178,10,1,2,1
5179,10,1,2,2
5180,10,1,2,1
5181,10,1,2,2
5182,10,1,2,1
5183,10,1,2,2
5184,10,1,2,1
5185,10,1,2,2
5186,10,1,2,1
5187,10,1,2,2
5188,10,1,2,1
5189,10,1,2,2
5190,10,1,2,1
5191,10,1,2,2
5192,10,1,2,1
5193,10,1,2,2
5194,10,1,2,1
5195,10,1,2,2
5196,10,1,2,1
