segment_id,participant,prepost,channel,phase
921,3,1,1,2
922,3,1,1,1
923,3,1,1,2
924,3,1,1,1
925,3,1,1,2
926,3,1,1,1
927,3,1,1,2
928,3,1,1,1
929,3,1,1,2
930,3,1,1,1
931,3,1,1,2
932,3,1,1,1
933,3,1,1,2
934,3,1,1,1
935,3,1,1,2
936,3,1,1,1
937,3,1,1,2
938,3,1,1,1
939,3,1,1,2
940,3,1,1,1
941,3,1,1,2
942,3,1,1,1
943,3,1,1,2
944,3,1,1,1
945,3,1,1,2
946,3,1,1,1
947,3,1,1,2
948,3,1,1,1
949,3,1,1,2
950,3,1,1,1
951,3,1,1,2
952,3,1,1,1
953,3,1,1,2
954,3,1,1,1
955,3,1,1,2
956,3,1,1,1
957,3,1,1,2
958,3,1,1,1
959,3,1,1,2
960,3,1,1,1
961,3,1,1,2
962,3,1,1,1
963,3,1,1,2
964,3,1,1,1
965,3,1,1,2
966,3,1,1,1
967,3,1,1,2
968,3,1,1,1
969,3,1,1,2
970,3,1,1,1
971,3,1,1,2
972,3,1,1,1
973,3,1,1,2
974,3,1,1,1
975,3,1,1,2
976,3,1,1,1
977,3,1,1,2
978,3,1,1,1
979,3,1,1,2
980,3,1,1,1
981,3,1,1,2
982,3,1,1,1
983,3,1,1,2
984,3,1,1,1
985,3,1,1,2
986,3,1,1,1
987,3,1,1,2
988,3,1,1,1
989,3,1,1,2
990,3,1,1,1
991,3,1,1,2
992,3,1,1,1
993,3,1,1,2
994,3,1,1,1
995,3,1,1,2
996,3,1,1,1
997,3,1,1,2
998,3,1,1,1
999,3,1,1,2
1000,3,1,1,1
1001,3,1,1,2
1002,3,1,1,1
1003,3,1,1,2
1004,3,1,1,1
1005,3,1,1,2
1006,3,1,1,1
1007,3,1,1,2
1008,3,1,1,1
1009,3,1,1,2
1010,3,1,1,1
1011,3,1,1,2
1012,3,1,1,1
1013,3,1,1,2
1014,3,1,1,1
1015,3,1,1,2
1016,3,1,1,1
1017,3,1,1,2
1018,3,1,1,1
1019,3,1,1,2
1020,3,1,1,1
1021,3,1,1,2
1022,3,1,1,1
1023,3,1,1,2
1024,3,1,1,1
1025,3,1,1,2
1026,3,1,1,1
1027,3,1,1,2
1028,3,1,1,1
1029,3,1,1,2
1030,3,1,1,1
1031,3,1,1,2
1032,3,1,1,1
1033,3,1,1,2
1034,3,1,1,1
1035,3,1,1,2
1036,3,1,1,1
1037,3,1,1,2
1038,3,1,1,1
1039,3,1,1,2
1040,3,1,1,1
1041,3,1,1,2
1042,3,1,1,1
1043,3,1,1,2
1044,3,1,1,1
1045,3,1,1,2
1046,3,1,1,1
1047,3,1,1,2
1048,3,1,1,1
1049,3,1,1,2
1050,3,1,1,1
1051,3,1,1,2
1052,3,1,1,1
1053,3,1,1,2
1054,3,1,1,1
1055,3,1,1,2
1056,3,1,1,1
1057,3,1,1,2
1058,3,1,1,1
1059,3,1,1,2
1060,3,1,1,1
1061,3,1,1,2
1062,3,1,1,1
1063,3,1,1,2
1064,3,1,1,1
1065,3,1,1,2
1066,3,1,1,1
1067,3,1,1,2
1068,3,2,1,1
1069,3,2,1,2
1070,3,2,1,1
1071,3,2,1,2
1072,3,2,1,1
1073,3,2,1,2
1074,3,2,1,1
1075,3,2,1,2
1076,3,2,1,1
1077,3,2,1,2
1078,3,2,1,1
1079,3,2,1,2
1080,3,2,1,1
1081,3,2,1,2
1082,3,2,1,1
1083,3,2,1,2
1084,3,2,1,1
1085,3,2,1,2
1086,3,2,1,1
1087,3,2,1,2
1088,3,2,1,1
1089,3,2,1,2
1090,3,2,1,1
1091,3,2,1,2
1092,3,2,1,1
1093,3,2,1,2
1094,3,2,1,1
1095,3,2,1,2
1096,3,2,1,1
1097,3,2,1,2
1098,3,2,1,1
1099,3,2,1,2
1100,3,2,1,1
1101,3,2,1,2
1102,3,2,1,1
1103,3,2,1,2
1104,3,2,1,1
1105,3,2,1,2
1106,3,2,1,1
1107,3,2,1,2
1108,3,2,1,1
1109,3,2,1,2
1110,3,2,1,1
1111,3,2,1,2
1112,3,2,1,1
1113,3,2,1,2
1114,3,2,1,1
1115,3,2,1,2
1116,3,2,1,1
1117,3,2,1,2
1118,3,2,1,1
1119,3,2,1,2
1120,3,2,1,1
1121,3,2,1,2
1122,3,2,1,1
1123,3,2,1,2
1124,3,2,1,1
1125,3,2,1,2
1126,3,2,1,1
1127,3,2,1,2
1128,3,2,1,1
1129,3,2,1,2
1130,3,2,1,1
1131,3,2,1,2
1132,3,2,1,1
1133,3,2,1,2
1134,3,2,1,1
1135,3,2,1,2
1136,3,2,1,1
1137,3,2,1,2
1138,3,2,1,1
1139,3,2,1,2
1140,3,2,1,1
1141,3,2,1,2
1142,3,2,1,1
1143,3,2,1,2
1144,3,2,1,1
1145,3,2,1,2
1146,3,2,1,1
1147,3,2,1,2
1148,3,2,1,1
1149,3,2,1,2
1150,3,2,1,1
1151,3,2,1,2
1152,3,2,1,1
1153,3,2,1,2
1154,3,2,1,1
1155,3,2,1,2
1156,3,2,1,1
1157,3,2,1,2
1158,3,2,1,1
1159,3,2,1,2
1160,3,2,1,1
1161,3,2,1,2
1162,3,2,1,1
1163,3,2,1,2
1164,3,2,1,1
1165,3,2,1,2
1166,3,2,1,1
1167,3,2,1,2
1168,3,2,1,1
1169,3,2,1,2
1170,3,2,1,1
1171,3,2,1,2
1172,3,2,1,1
1173,3,2,1,2
1174,3,2,1,1
1175,3,2,1,2
1176,3,2,1,1
1177,3,2,1,2
1178,3,2,1,1
1179,3,2,1,2
1180,3,2,1,1
1181,3,2,1,2
1182,3,2,1,1
1183,3,2,1,2
1184,3,2,1,1
1185,3,2,1,2
1186,3,2,1,1
1187,3,2,1,2
1188,3,2,1,1
1189,3,2,1,2
1190,3,2,1,1
1191,3,2,1,2
1192,3,2,1,1
1193,3,2,1,2
1194,3,2,1,1
1195,3,2,1,2
1196,3,2,1,1
1197,3,2,1,2
1198,3,2,1,1
1199,3,2,1,2
1200,3,2,1,1
1201,3,2,1,2
1202,3,2,1,1
1203,3,2,1,2
1204,3,2,1,1
1205,3,2,1,2
1206,3,2,1,1
1207,3,2,1,2
1208,3,2,1,1
1209,3,2,1,2
1210,3,2,1,1
1211,3,2,1,2
1212,3,2,1,1
1213,3,2,1,2
1214,3,2,1,1
1215,3,2,1,2
1216,3,1,2,1
1217,3,1,2,2
1218,3,1,2,1
1219,3,1,2,2
1220,3,1,2,1
1221,3,1,2,2
1222,3,1,2,1
1223,3,1,2,2
1224,3,1,2,1
1225,3,1,2,2
1226,3,1,2,1
1227,3,1,2,2
1228,3,1,2,1
1229,3,1,2,2
1230,3,1,2,1
1231,3,1,2,2
1232,3,1,2,1
1233,3,1,2,2
1234,3,1,2,1
1235,3,1,2,2
1236,3,1,2,1
1237,3,1,2,2
1238,3,1,2,1
1239,3,1,2,2
1240,3,1,2,1
1241,3,1,2,2
1242,3,1,2,1
1243,3,1,2,2
1244,3,1,2,1
1245,3,1,2,2
1246,3,1,2,1
1247,3,1,2,2
1248,3,1,2,1
1249,3,1,2,2
1250,3,1,2,1
1251,3,1,2,2
1252,3,1,2,1
1253,3,1,2,2
1254,3,1,2,1
1255,3,1,2,2
1256,3,1,2,1
1257,3,1,2,2
1258,3,1,2,1
1259,3,1,2,2
1260,3,1,2,1
1261,3,1,2,2
1262,3,1,2,1
1263,3,1,2,2
1264,3,1,2,1
1265,3,1,2,2
1266,3,1,2,1
1267,3,1,2,2
1268,3,1,2,1
1269,3,1,2,2
1270,3,1,2,1
1271,3,1,2,2
1272,3,1,2,1
1273,3,1,2,2
1274,3,1,2,1
1275,3,1,2,2
1276,3,1,2,1
1277,3,1,2,2
1278,3,1,2,1
1279,3,1,2,2
1280,3,1,2,1
1281,3,1,2,2
1282,3,1,2,1
1283,3,1,2,2
1284,3,1,2,1
1285,3,1,2,2
1286,3,1,2,1
1287,3,1,2,2
1288,3,1,2,1
1289,3,1,2,2
1290,3,1,2,1
1291,3,1,2,2
1292,3,1,2,1
1293,3,1,2,2
1294,3,1,2,1
1295,3,1,2,2
1296,3,1,2,1
1297,3,1,2,2
1298,3,1,2,1
1299,3,1,2,2
1300,3,1,2,1
1301,3,1,2,2
1302,3,1,2,1
1303,3,1,2,2
1304,3,1,2,1
1305,3,1,2,2
1306,3,1,2,1
1307,3,1,2,2
1308,3,1,2,1
1309,3,1,2,2
1310,3,1,2,1
1311,3,1,2,2
1312,3,1,2,1
1313,3,1,2,2
1314,3,1,2,1
1315,3,1,2,2
1316,3,1,2,1
1317,3,1,2,2
1318,3,1,2,1
1319,3,1,2,2
1320,3,1,2,1
1321,3,1,2,2
1322,3,1,2,1
1323,3,1,2,2
1324,3,1,2,1
1325,3,1,2,2
1326,3,1,2,1
1327,3,1,2,2
1328,3,1,2,1
1329,3,1,2,2
1330,3,1,2,1
1331,3,1,2,2
1332,3,1,2,1
1333,3,1,2,2
1334,3,1,2,1
1335,3,1,2,2
1336,3,1,2,1
1337,3,1,2,2
1338,3,1,2,1
1339,3,1,2,2
1340,3,1,2,1
1341,3,1,2,2
1342,3,1,2,1
1343,3,1,2,2
1344,3,1,2,1
1345,3,1,2,2
1346,3,1,2,1
1347,3,1,2,2
1348,3,1,2,1
1349,3,1,2,2
1350,3,1,2,1
1351,3,1,2,2
1352,3,1,2,1
1353,3,1,2,2
1354,3,1,2,1
1355,3,1,2,2
